id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
105031,UCSB,IZC,,PreservedSpecimen,e4d1a57d-1aef-47cb-a3e2-e8bc40a05a6d,UCSB-IZC00000532,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,,,,,,,May 197,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Cachuma Campground,,0,,34.583084,-119.958515,WGS84,9161,,,,GeoLocate,,Included all of Cachuma Lake Recreation Area,,,,,,,,,phorsley,2/21/2019 10:34,,1,urn:uuid:e4d1a57d-1aef-47cb-a3e2-e8bc40a05a6d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105031
105032,UCSB,IZC,,PreservedSpecimen,89936c4b-d4cd-4edc-839a-92288df476ee,UCSB-IZC00000760,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,1975-05-00,1975,5,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Ynez River,,0,,34.657247,-120.310617,WGS84,1384,,,,GeoLocate,,Drew Polygon across entire River,,,,,,,,,phorsley,2/21/2019 11:23,,1,urn:uuid:89936c4b-d4cd-4edc-839a-92288df476ee,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105032
105041,UCSB,IZC,,PreservedSpecimen,2e260cc0-3243-424f-af7f-0c55413295c5,UCSB-IZC00003905,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,1977-06-00,1977,6,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Figueroa Mountain Station,,0,,34.768394,-119.863098,,69073,,rbehm (2018-09-28 15:50:44),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:50,,1,urn:uuid:2e260cc0-3243-424f-af7f-0c55413295c5,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105041
105055,UCSB,IZC,,PreservedSpecimen,8298f3cf-e49e-4714-a36b-938f80cd82ff,UCSB-IZC00003920,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/21/1983,1983,5,21,141,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Figueroa Mountain Station,,0,,34.768394,-119.863098,,69073,,rbehm (2018-09-28 15:50:44),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:50,,1,urn:uuid:8298f3cf-e49e-4714-a36b-938f80cd82ff,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105055
105067,UCSB,IZC,,PreservedSpecimen,4dd33a87-daf9-42a7-897b-83e68b473569,UCSB-IZC00003939,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,Ed Sounhein,,,,4/7/1953,1953,4,7,97,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,Santa Ynez,Santa Ynez Valley,,0,,34.584154,-120.097368,,6152,,rbehm (2018-09-28 15:26:13),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:26,,1,urn:uuid:4dd33a87-daf9-42a7-897b-83e68b473569,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105067
105081,UCSB,IZC,,PreservedSpecimen,f41faf13-7eb0-404d-89e6-7b1620706dbd,UCSB-IZC00004381,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,B. Sign,,,,6/1/1954,1954,6,1,152,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,Santa Barbara,Camino Cielo,,0,,34.527499,-119.851642,WGS84,12494,,,,GeoLocate,,Covered most of Southern Los Padres National Forest near Knapp's Castle,,,,,,,,,phorsley,2/21/2019 10:47,,1,urn:uuid:f41faf13-7eb0-404d-89e6-7b1620706dbd,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105081
105084,UCSB,IZC,,PreservedSpecimen,329d94f8-6999-4ee5-b883-245c62f0af5e,UCSB-IZC00004385,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,6/3/2015,2015,6,3,154,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,Santa Barbara,Lido Way,,0,,34.423595,-119.748107,WGS84,42,,,,GeoLocate,,Lido Way Cul-de-sac,,,,,,,,,phorsley,2/21/2019 11:02,,1,urn:uuid:329d94f8-6999-4ee5-b883-245c62f0af5e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105084
105096,UCSB,IZC,,PreservedSpecimen,0674158d-1a01-457f-aaef-7fba5d81ee93,UCSB-IZC00004399,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,1981-05-00,1981,5,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Red Rock Campground,,0,,34.53981,-119.71913,,136,,rbehm (2018-09-17 15:17:48),,georef batch tool 2018-09-17,reviewed - high confidence,,,,,,,,,,phorsley,9/17/2018 15:17,,1,urn:uuid:0674158d-1a01-457f-aaef-7fba5d81ee93,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105096
105101,UCSB,IZC,,PreservedSpecimen,3051aaa7-1881-456a-a9eb-8ead2ead274d,UCSB-IZC00004405,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/21/1983,1983,5,21,141,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,"Pino Alto, Figueroa Mountain",,0,,34.743317,-119.985143,WGS84,16332,,,,GeoLocate,,Covered most of Figueroa Mountain,,,,,,,,,phorsley,2/21/2019 10:49,,1,urn:uuid:3051aaa7-1881-456a-a9eb-8ead2ead274d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105101
105112,UCSB,IZC,,PreservedSpecimen,6fdeeca7-1e99-44c0-94fe-c74ab3aa9ef1,UCSB-IZC00004419,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,UCSB Zoology 125,,,,6/13/1989,1989,6,13,164,,,,in rock,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Goddard,,0,,34.755437,-119.977081,WGS84,59626,,,,GeoLocate,,All of Santa Barbara County,,,,,,,,,phorsley,2/21/2019 11:17,,1,urn:uuid:6fdeeca7-1e99-44c0-94fe-c74ab3aa9ef1,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105112
105115,UCSB,IZC,,PreservedSpecimen,7536cdc2-f793-462b-b755-b1a05091846d,UCSB-IZC00004422,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/26/1983,1983,5,26,146,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Oso,,0,,34.545861,-119.775765,WGS84,914,,,,GeoLocate,,"Oso Canyon and Oso Campground, uncertainty halfway between Oso Canyon and nearest landmark",,,,,,,,,phorsley,2/21/2019 11:21,,1,urn:uuid:7536cdc2-f793-462b-b755-b1a05091846d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105115
105126,UCSB,IZC,,PreservedSpecimen,f828d811-841a-4e0d-96c5-f67f6072ffb5,UCSB-IZC00004435,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,7/1/1977,1977,7,1,182,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Cruz Island,,0,,34.008126,-119.724201,,20754,,rbehm (2018-09-17 15:29:17),,georef batch tool 2018-09-17; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/17/2018 15:29,,1,urn:uuid:f828d811-841a-4e0d-96c5-f67f6072ffb5,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105126
105130,UCSB,IZC,,PreservedSpecimen,a8ec1909-a11c-4613-87ea-733d99bfc096,UCSB-IZC00004441,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,M. Walton,,,,5/8/2003,2003,5,8,128,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Refugio stream area,,0,,34.490317,-119.781731,,15811,,rbehm (2018-09-28 15:25:14),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:25,,1,urn:uuid:a8ec1909-a11c-4613-87ea-733d99bfc096,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105130
105132,UCSB,IZC,,PreservedSpecimen,98fa04b4-0f73-4c9a-9b45-66a28286366c,UCSB-IZC00004443,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,D. Frame,,,,2/28/1954,1954,2,28,59,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,Santa Ynez,Santa Ynez Valley,,0,,34.584154,-120.097368,,6152,,rbehm (2018-09-28 15:26:13),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:26,,1,urn:uuid:98fa04b4-0f73-4c9a-9b45-66a28286366c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105132
105133,UCSB,IZC,,PreservedSpecimen,7a7233f3-c228-4d14-9537-a76bbd68c8cb,UCSB-IZC00004444,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/30/1983,1983,5,30,150,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Figueroa Mountain Station,,0,,34.768394,-119.863098,,69073,,rbehm (2018-09-28 15:50:44),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:50,,1,urn:uuid:7a7233f3-c228-4d14-9537-a76bbd68c8cb,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105133
105134,UCSB,IZC,,PreservedSpecimen,811b5ab9-7c9a-443a-b220-f0c86d5cefc3,UCSB-IZC00004445,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,1977-04-00,1977,4,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Goddard,,0,,34.755437,-119.977081,WGS84,59626,,,,GeoLocate,,All of Santa Barbara County,,,,,,,,,phorsley,2/21/2019 11:32,,1,urn:uuid:811b5ab9-7c9a-443a-b220-f0c86d5cefc3,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105134
105141,UCSB,IZC,,PreservedSpecimen,c30028c4-2179-45c2-873b-e5117160bc8f,UCSB-IZC00004452,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,1973-05-00,1973,5,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Cruz Island,,0,,34.008126,-119.724201,,20754,,rbehm (2018-09-17 15:29:17),,georef batch tool 2018-09-17; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/17/2018 15:29,,1,urn:uuid:c30028c4-2179-45c2-873b-e5117160bc8f,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105141
105142,UCSB,IZC,,PreservedSpecimen,93c3302a-35dd-4738-b691-b6c4f273a4a7,UCSB-IZC00004454,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,M. McGinnis,,,,4/22/1975,1975,4,22,112,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,Santa Barbara,,,0,,34.42083,-119.69819,WGS84,6633,,,,GeoLocate,,Santa Barbara Municipality,,,,,,,,,phorsley,2/21/2019 11:33,,1,urn:uuid:93c3302a-35dd-4738-b691-b6c4f273a4a7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105142
105145,UCSB,IZC,,PreservedSpecimen,bc6ebefe-204c-4919-9040-194afb9b73d9,UCSB-IZC00004457,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,J. Oster,,,,5/26/2015,2015,5,26,146,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,Goleta,"University of California, Santa Barbara Campus",,0,,34.412534,-119.847305,,722,,rbehm (2018-10-01 13:18:25),,georef batch tool 2018-10-01; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,10/1/2018 13:18,,1,urn:uuid:bc6ebefe-204c-4919-9040-194afb9b73d9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105145
105146,UCSB,IZC,,PreservedSpecimen,e5fcd0a3-5c51-4da6-a8c0-c8e9dc661756,UCSB-IZC00004458,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/18/1973,1973,5,18,138,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Ynez Valley,,0,,34.584154,-120.097368,,6152,,rbehm (2018-09-28 15:26:13),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:26,,1,urn:uuid:e5fcd0a3-5c51-4da6-a8c0-c8e9dc661756,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105146
105147,UCSB,IZC,,PreservedSpecimen,5be3dbca-9e4b-4b12-93ae-a7f38a208334,UCSB-IZC00004459,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Cruz Island,,0,,34.008126,-119.724201,,20754,,rbehm (2018-09-17 15:29:17),,georef batch tool 2018-09-17; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/17/2018 15:29,,1,urn:uuid:5be3dbca-9e4b-4b12-93ae-a7f38a208334,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105147
105149,UCSB,IZC,,PreservedSpecimen,c59fb13d-54dd-4cee-bb9c-939bb152ee29,UCSB-IZC00004461,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,L. Phelps,,,,5/25/2011,2011,5,25,145,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,"University of California, Santa Barbara, San Clemente",,0,,34.41794,-119.856206,WGS84,236,,,,GeoLocate,,San Clemente Villages,,,,,,,,,phorsley,2/21/2019 11:31,,1,urn:uuid:c59fb13d-54dd-4cee-bb9c-939bb152ee29,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105149
105158,UCSB,IZC,,PreservedSpecimen,830dfe82-9ac5-4bb8-96f7-d320262a568f,UCSB-IZC00004471,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,4/19/1973,1973,4,19,109,,,,grassland,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Rattlesnake,,0,,34.471588,-119.687669,,3036,,rbehm (2018-09-28 15:51:51),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:51,,1,urn:uuid:830dfe82-9ac5-4bb8-96f7-d320262a568f,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105158
105159,UCSB,IZC,,PreservedSpecimen,40f06b56-f415-4a97-b3bc-b1adc1474bb9,UCSB-IZC00004472,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,1969-00-00,1969,,,,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Ynez Valley,,0,,34.584154,-120.097368,,6152,,rbehm (2018-09-28 15:26:13),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:26,,1,urn:uuid:40f06b56-f415-4a97-b3bc-b1adc1474bb9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105159
105161,UCSB,IZC,,PreservedSpecimen,299aad7e-5e18-46c6-bc7b-75330473aac9,UCSB-IZC00004474,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,,,,,,,May 197,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Cachuma Campground,,0,,34.583084,-119.958515,WGS84,9161,,,,GeoLocate,,Cachuma Lake Recreation Area,,,,,,,,,phorsley,2/21/2019 11:34,,1,urn:uuid:299aad7e-5e18-46c6-bc7b-75330473aac9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105161
105163,UCSB,IZC,,PreservedSpecimen,a149f5d3-f46d-4db8-8dc4-3d37093e697c,UCSB-IZC00004476,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,Arun Sengupta,,,,5/30/2015,2015,5,30,150,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Seven Falls,,0,,34.474766,-119.705127,WGS84,164,,,,GeoLocate,,"Seven Falls, halfway between Tunnel Trail",,,,,,,,,phorsley,2/21/2019 11:36,,1,urn:uuid:a149f5d3-f46d-4db8-8dc4-3d37093e697c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105163
105166,UCSB,IZC,,PreservedSpecimen,d654601d-6c3c-4a94-a717-82072d5d13cf,UCSB-IZC00004479,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,UCSB Zoology 125: Susan,,,,5/6/1989,1989,5,6,126,,,,,,,,,,,,,,,,,,net,,,United States,California,Santa Barbara,,Refugio,,0,,34.490317,-119.781731,,15811,,rbehm (2018-09-28 15:25:14),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:25,,1,urn:uuid:d654601d-6c3c-4a94-a717-82072d5d13cf,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105166
105167,UCSB,IZC,,PreservedSpecimen,b83e23b2-7296-4616-a0be-21596754ffcd,UCSB-IZC00004481,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/12/1983,1983,5,12,132,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Goddard,,0,,34.755437,-119.977081,WGS84,59626,,,,GeoLocate,,All of Santa Barbara County,,,,,,,,,phorsley,2/21/2019 11:38,,1,urn:uuid:b83e23b2-7296-4616-a0be-21596754ffcd,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105167
105175,UCSB,IZC,,PreservedSpecimen,5faa228d-6c10-400a-a3cf-5d20d3001630,UCSB-IZC00004490,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,UCSB Zoology 125: KML,,,,9/26/1987,1987,9,26,269,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Arroyo Burro,,0,,34.516667,-119.75,WGS84,10,34° 31' N 119° 45' W,,,GeoLocate,,,800,,,,,800m,,,phorsley,2/21/2019 15:33,,1,urn:uuid:5faa228d-6c10-400a-a3cf-5d20d3001630,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105175
105177,UCSB,IZC,,PreservedSpecimen,d59a9869-61e0-4669-9965-7fded6810264,UCSB-IZC00004493,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,4/12/1984,1984,4,12,103,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Camino Cielo,,0,,34.537115,-119.889408,WGS84,11068,,,,GeoLocate,,,,,,,,,,,phorsley,2/21/2019 11:39,,1,urn:uuid:d59a9869-61e0-4669-9965-7fded6810264,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105177
105180,UCSB,IZC,,PreservedSpecimen,890320bc-7381-4e8f-b9b9-a1ae876c75a7,UCSB-IZC00004496,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/21/1983,1983,5,21,141,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Figueroa Mountain Station,,0,,34.768394,-119.863098,,69073,,rbehm (2018-09-28 15:50:44),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:50,,1,urn:uuid:890320bc-7381-4e8f-b9b9-a1ae876c75a7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105180
105181,UCSB,IZC,,PreservedSpecimen,7dd1afe5-6558-4671-b1b6-9786fbdd395b,UCSB-IZC00004497,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,5/19/1984,1984,5,19,140,,,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,"Pino Alto, Figueroa Mountain",,0,,34.743317,-119.985143,WGS84,10182,,,,GeoLocate,,,,,,,,,,,phorsley,2/21/2019 11:40,,1,urn:uuid:7dd1afe5-6558-4671-b1b6-9786fbdd395b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105181
105182,UCSB,IZC,,PreservedSpecimen,a3b8b67a-5102-48c8-a275-e83b095b56f0,UCSB-IZC00004499,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,2424,"Mayr, 1861",Camponotus,,,,I. Naughton,2017,,,,,,,,,,,,,,,,Fe. 5/70 05,,,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Refugio Canyon,,0,,34.490317,-119.781731,,15811,,rbehm (2018-09-28 15:25:14),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,9/28/2018 15:25,,1,urn:uuid:a3b8b67a-5102-48c8-a275-e83b095b56f0,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105182
105184,UCSB,IZC,,PreservedSpecimen,c044f7f6-b90d-436b-888a-a436722b6865,UCSB-IZC00004628,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,2473,"Lund, 1831",Crematogaster,,,,Zach Brown,2018,,,,,,Sean Brennan,,,,6/20/2016,2016,6,20,172,,,,,,,,,,,,,,,Adult,,1,sweep net,,Pinned,United States,California,Santa Barbara,,"University of California Santa Barbara, West Lagoon; 34.4083 -119.8534",,0,,34.408342,-119.853429,WGS84,10,,,,GeoLocate,,,3,,,,,3.0m,,,phorsley,2/21/2019 15:48,,1,urn:uuid:c044f7f6-b90d-436b-888a-a436722b6865,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105184
105185,UCSB,IZC,,PreservedSpecimen,f4ba4635-fee9-40a2-ac53-9dd2a36c5766,UCSB-IZC00004668,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,2473,"Lund, 1831",Crematogaster,,,,Zach Brown,2018,,,,,,Adam Lambert,,,,6/21/2016,2016,6,21,173,,,,,,,,,,,,,,,Adult,,1,sweep net,,Pinned,United States,California,Santa Barbara,,"University of California, Santa Barbara West Lagoon",,0,,34.407904,-119.849953,WGS84,20,,,,GeoLocate,,,3,,,,,3.0m,,,phorsley,2/21/2019 15:51,,1,urn:uuid:f4ba4635-fee9-40a2-ac53-9dd2a36c5766,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105185
105186,UCSB,IZC,,PreservedSpecimen,309c790b-d4b9-48ac-88fc-d132fb30c6ea,UCSB-IZC00004681,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,2473,"Lund, 1831",Crematogaster,,,,Zach Brown,2018,,,,,,Kevin Holm,,,,7/26/2016,2016,7,26,208,,,,,,,,,,,,,,,Adult,,1,sweep net,,Pinned,United States,California,Santa Barbara,Goleta,Storke Ranch; 34.4188 -119.8621,,0,,34.41883,-119.862113,WGS84,235,,,,GeoLocate,,,1,,,,,1.0m,,,phorsley,2/21/2019 15:54,,1,urn:uuid:309c790b-d4b9-48ac-88fc-d132fb30c6ea,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=105186
